107,6000.0,0.00016,380.0,0.00000005,0.25,330.0,45.0,6.0,50.0,100.0,100.0,100.0,
159,8000.0,0.00035,240.0,0.00000007,-0.7,-0.127,20.0,5.0,25.0,100.0,100.0,100.0,
177,8000.0,0.0,150.0,0.00000004,0.7,127.0,45.0,5.0,50.0,100.0,100.0,100.0,
527,9000.0,0.0,150.0,0.0,0.09,500.0,60.0,6.0,60.0,1000.0,1000.0,1000.0,
